kernel,par,train_score,valid_score,valid_std
multiquadratic,1,39460.42059024331,36049.75759876823,4309.287353562217
multiquadratic,5,24013.040377804107,22488.334837908522,3602.7652488038425
multiquadratic,10,11380.865765532706,10584.563364788013,1232.2200506246068
