kernel,par,train_score,valid_score,valid_std
multiquadratic,1,0.14517930431272288,0.1529521131870125,0.020337929338209812
multiquadratic,5,0.13477152436699633,0.13685833484491203,0.03686495558982001
multiquadratic,10,0.13596890488685548,0.13741610738255033,0.03178252235813422
