kernel,par,train_score,valid_score,valid_std
log,2,0.9552287581699346,0.7205882352941178,0.02711630722733201
log,5,0.8856209150326798,0.6970588235294117,0.08729895340974016
log,8,0.8568627450980394,0.6882352941176471,0.05294117647058823
