kernel,par,train_score,valid_score,valid_std
polynomial,2,0.6541941539539902,0.6736406569593615,0.09472446752785497
polynomial,5,30.104433539078684,50.70534418240884,80.93029666690613
polynomial,8,110153.69947436056,62328.145017190676,89286.98382864574
