kernel,par,train_score,valid_score,valid_std
power,2.0,1.0792459717971603,1.0807694378472523,1.6396023547300171
power,2.2,2216.5826552104672,2818.4014462338046,2554.3901384414626
power,2.5,189629.8775870548,471768.0227385027,554686.8792996304
