kernel,par,train_score,valid_score,valid_std
spherical,0.5,0.37511090883735343,1.0062973862998166,0.16830518641340872
spherical,1.0,0.375063442831427,1.0072434832693458,0.12546985954790968
spherical,5.0,0.37263970268382096,0.9959105816424669,0.09709918588631859
