kernel,par,train_score,valid_score,valid_std
power,2.0,0.4237640285783212,0.42923432346333323,0.13158353620477797
power,2.2,10523.725499452848,10237.908268702964,2155.8290268421083
power,2.5,209153.37792481962,201711.4674827419,58823.13152912686
