kernel,par,train_score,valid_score,valid_std
log,2,0.24914181541228936,0.5421998169300093,0.04144706864524101
log,5,0.9544326345231303,0.9960923539477531,0.11335954002611406
log,8,5.138396827773152,3.022040845438951,0.44166830993345235
