kernel,par,train_score,valid_score,valid_std
polynomial,2,1.4455925958203326,1.485128724299092,0.2509856088989141
polynomial,5,756.2284966458594,3694.3936476617587,6531.406786494091
polynomial,8,315166.93936785904,1695841593.321876,4639952262.0746975
