kernel,par,train_score,valid_score,valid_std
gaussian,0.5,1.0,0.33920000000000006,0.023650792798551173
gaussian,1.0,1.0,0.827,0.022596459899727635
gaussian,5.0,0.8843777777777777,0.8692,0.01380434714138993
