kernel,par,train_score,valid_score,valid_std
multiquadratic,1,0.006955555555555555,0.0076,0.00332264954516723
multiquadratic,5,0.010777777777777778,0.012,0.004098780306383839
multiquadratic,10,0.015866666666666664,0.0162,0.004044749683231336
